0.0,1.011,0.0,16.7,0.0,4.109999999999999,128.10999999999999,2.12,0.0,0.0,32.11,256.8,0.0,8.139999999999999,0.0,1.031
0.0,1.012,0.0,0.0,0.0,4.119999999999999,128.12,2.14,0.0,8.18,32.120000000000005,256.7,0.0,1.102,0.0,1.032
0.0,1.021,0.0,0.0,0.0,16.1,0.0,2.18,0.0,4.119999999999999,0.0,128.20999999999998,0.0,1.101,32.220000000000006,1.041
0.0,1.022,16.2,0.0,0.0,16.2,0.0,2.11,0.0,4.109999999999999,0.0,128.22,0.0,0.0,32.21,1.042
0.0,1.031,128.12,32.120000000000005,0.0,16.3,0.0,2.21,0.0,8.28,0.0,256.6,0.0,1.112,2.14,1.011
0.0,1.032,128.10999999999999,16.3,0.0,32.11,0.0,2.12,0.0,0.0,256.5,4.109999999999999,0.0,0.0,0.0,1.012
0.0,1.041,16.4,0.0,0.0,8.11,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,256.8,1.021
0.0,1.042,1.021,16.5,0.0,8.12,0.0,2.2800000000000002,0.0,0.0,256.2,4.119999999999999,0.0,0.0,32.120000000000005,1.022
0.0,1.051,0.0,0.0,0.0,8.18,4.119999999999999,2.18,0.0,128.12,0.0,256.5,0.0,1.111,0.0,0.0
0.0,1.052,4.22,16.6,0.0,8.139999999999999,4.109999999999999,2.11,0.0,128.12,0.0,64.11,0.0,0.0,128.22,8.42
0.0,1.061,0.0,0.0,0.0,8.11,4.22,2.14,0.0,128.10999999999999,0.0,64.11999999999999,0.0,8.48,0.0,256.4
0.0,1.062,32.11,16.7,0.0,8.12,4.21,2.12,0.0,0.0,64.11,8.209999999999999,0.0,2.18,0.0,8.44
0.0,1.071,0.0,32.11,0.0,8.18,4.22,0.0,0.0,0.0,64.11999999999999,2.11,0.0,0.0,0.0,0.0
0.0,1.072,0.0,32.120000000000005,0.0,8.139999999999999,4.21,0.0,0.0,0.0,64.11,2.14,0.0,0.0,0.0,0.0
0.0,1.081,4.22,0.0,0.0,128.20999999999998,16.3,0.0,0.0,2.21,8.209999999999999,64.11999999999999,0.0,1.031,256.7,0.0
0.0,1.082,4.21,0.0,0.0,128.22,16.4,0.0,0.0,2.22,8.219999999999999,64.11,0.0,1.032,256.6,0.0
0.0,2.18,0.0,16.7,0.0,1.091,4.119999999999999,0.0,0.0,8.18,0.0,0.0,0.0,8.219999999999999,2.24,8.48
0.0,2.14,0.0,16.8,0.0,1.092,4.109999999999999,0.0,0.0,8.139999999999999,0.0,32.120000000000005,0.0,0.0,1.061,0.0
0.0,2.11,4.22,32.21,0.0,1.061,128.12,0.0,0.0,8.209999999999999,0.0,0.0,0.0,64.11999999999999,0.0,8.44
0.0,2.12,4.21,32.220000000000006,0.0,1.062,128.10999999999999,0.0,0.0,8.219999999999999,0.0,256.1,0.0,64.11,0.0,0.0
0.0,8.11,0.0,0.0,0.0,1.121,2.2800000000000002,0.0,0.0,32.120000000000005,0.0,128.12,0.0,0.0,0.0,4.42
0.0,8.12,0.0,0.0,0.0,1.122,2.24,0.0,0.0,32.11,0.0,128.10999999999999,0.0,0.0,0.0,4.41
0.0,8.18,0.0,4.22,0.0,0.0,2.21,0.0,0.0,64.11999999999999,256.1,64.11999999999999,0.0,0.0,1.041,8.41
0.0,8.139999999999999,0.0,4.21,0.0,0.0,2.22,0.0,0.0,64.11,256.3,64.11,0.0,1.121,1.042,0.0
0.0,16.1,8.209999999999999,2.12,0.0,1.081,2.2800000000000002,0.0,0.0,64.11999999999999,0.0,4.119999999999999,0.0,0.0,1.091,0.0
0.0,16.2,8.219999999999999,0.0,0.0,8.11,2.24,0.0,0.0,0.0,0.0,4.109999999999999,0.0,8.41,0.0,0.0
0.0,16.3,8.239999999999998,0.0,0.0,16.3,2.21,0.0,0.0,0.0,0.0,128.10999999999999,0.0,8.42,0.0,0.0
0.0,16.4,8.28,0.0,0.0,16.4,2.22,0.0,0.0,0.0,0.0,128.12,0.0,8.48,0.0,0.0
0.0,4.109999999999999,0.0,1.071,0.0,16.5,8.11,0.0,0.0,8.28,64.11999999999999,2.21,0.0,0.0,128.20999999999998,0.0
0.0,4.119999999999999,0.0,1.072,0.0,16.6,8.12,0.0,0.0,8.239999999999998,64.11,2.22,0.0,0.0,128.22,0.0
0.0,0.0,0.0,2.2800000000000002,0.0,16.7,8.18,0.0,0.0,0.0,32.11,1.011,0.0,8.44,0.0,0.0
0.0,0.0,0.0,2.24,0.0,16.8,8.139999999999999,0.0,0.0,0.0,32.120000000000005,1.012,0.0,0.0,0.0,0.0
0.0,128.10999999999999,8.139999999999999,2.21,0.0,1.082,64.11999999999999,0.0,0.0,0.0,32.220000000000006,0.0,0.0,0.0,0.0,0.0
0.0,128.12,0.0,2.22,0.0,16.4,64.11,0.0,0.0,0.0,32.21,8.219999999999999,0.0,0.0,0.0,4.41
0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.20999999999998,0.0
0.0,4.109999999999999,2.14,128.10999999999999,0.0,32.21,0.0,64.11,0.0,8.11,0.0,1.052,0.0,0.0,0.0,0.0
0.0,16.2,2.12,128.12,0.0,4.119999999999999,32.220000000000006,64.11999999999999,0.0,8.12,0.0,1.051,0.0,0.0,0.0,0.0
0.0,2.2800000000000002,0.0,1.022,0.0,0.0,0.0,0.0,0.0,4.22,8.11,64.11999999999999,0.0,0.0,256.4,8.48
0.0,1.071,0.0,1.021,0.0,0.0,0.0,0.0,0.0,4.21,8.12,64.11,0.0,1.122,2.24,0.0
0.0,0.0,64.11,16.5,0.0,0.0,128.10999999999999,4.41,0.0,0.0,8.18,256.3,0.0,0.0,0.0,0.0
0.0,0.0,0.0,16.6,0.0,0.0,128.12,4.42,0.0,0.0,8.139999999999999,256.4,0.0,0.0,0.0,0.0
0.0,0.0,0.0,16.7,0.0,8.11,0.0,0.0,0.0,0.0,0.0,256.3,0.0,0.0,64.11999999999999,0.0
0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,256.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,64.11999999999999,0.0,32.120000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,64.11,0.0,32.11,0.0,256.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.3,0.0,0.0,0.0,32.120000000000005,4.119999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.4,0.0,0.0,0.0,32.11,4.109999999999999,0.0,0.0,64.11,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.11,0.0,0.0,0.0,32.120000000000005,2.2800000000000002,0.0,0.0,128.20999999999998,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.12,0.0,0.0,0.0,32.11,2.24,0.0,0.0,128.22,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.18,0.0,0.0,0.0,256.5,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.139999999999999,0.0,0.0,0.0,256.6,2.22,0.0,0.0,0.0,32.21,0.0,0.0,0.0,0.0,0.0
0.0,2.18,0.0,0.0,0.0,8.209999999999999,16.2,0.0,0.0,0.0,64.11999999999999,0.0,0.0,0.0,0.0,0.0
0.0,2.14,0.0,0.0,0.0,8.219999999999999,16.3,0.0,0.0,0.0,64.11,0.0,0.0,0.0,0.0,0.0
0.0,2.11,256.7,32.120000000000005,0.0,8.28,4.22,0.0,0.0,2.2800000000000002,128.10999999999999,8.11,0.0,0.0,0.0,0.0
0.0,2.12,256.8,32.11,0.0,8.239999999999998,4.21,0.0,0.0,2.24,128.12,8.12,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.1,2.21,0.0,0.0,64.11999999999999,32.220000000000006,8.18,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.2,2.22,0.0,0.0,64.11,32.21,8.139999999999999,0.0,0.0,0.0,0.0
0.0,1.122,0.0,32.120000000000005,0.0,16.3,2.2800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,32.11,0.0,16.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.21,0.0
0.0,1.101,16.3,0.0,0.0,32.120000000000005,4.119999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.102,16.4,0.0,0.0,32.11,4.109999999999999,0.0,0.0,64.11,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.109999999999999,1.111,1.071,0.0,16.5,8.11,0.0,0.0,8.28,64.11999999999999,2.21,0.0,0.0,128.20999999999998,0.0
0.0,8.11,1.112,0.0,0.0,0.0,2.2800000000000002,0.0,0.0,32.120000000000005,0.0,128.12,0.0,0.0,0.0,0.0
0.0,8.12,1.121,0.0,0.0,0.0,2.24,0.0,0.0,32.11,0.0,128.10999999999999,0.0,0.0,0.0,0.0
0.0,1.072,1.122,32.120000000000005,0.0,8.139999999999999,2.21,0.0,0.0,0.0,64.11,2.14,0.0,0.0,0.0,4.41
0.0,1.071,1.031,32.11,0.0,8.18,4.22,0.0,0.0,0.0,64.11999999999999,2.11,0.0,0.0,0.0,4.42
